"character" "dialogue"
"835" "LUKE" "Not on your life! That little droid and I have been through a lot together. Are you okay, Artoo?"
"836" "BOSS" "Okay, she takes it easy!"
"837" "THREEPIO" "Hang in there, Artoo, you have to go back."
"838" "THREEPIO" "You wouldn't want my life to get boring, would you?"
"839" "BEN" "Luke, the Force will be with you."
"840" "MASSASSI INTERCOM VOICE" "Readiness alert. Death Star approaching. Estimated time to firing range, fifteen minutes."
"841" "RED LEADER" "All wards report."
"842" "RED TEN" "Red Ten standing by."
"843" "RED SEVEN" "Red Seven standing by."
"844" "BIGGS" "Three Reds standing by."
"845" "PORKINS" "Red Six standing by."
"846" "RED NINE" "Red Nine standing by."
"847" "WEDGE" "Red Two standing by."
"848" "RED ELEVEN" "Red Eleven standing by."
"849" "LUKE" "Red Five standing by."
"850" "RED LEADER" "Lock S-foils in attack position."
"851" "RED LEADER" "We're passing through their magnetic field."
"852" "RED LEADER" "Hold on tight!"
"853" "RED LEADER" "Turn on your deflectors."
"854" "RED LEADER" "Double Front!"
"855" "CUNHA" "Look at the size of this thing!"
"856" "RED LEADER" "Cut the conversation, Red Two."
"857" "RED LEADER" "Accelerate to attack speed. That's it, boys!"
"858" "GOLD LEADER" "Red Leader, this is the Gold Leader."
"859" "RED LEADER" "I copy, Gold Leader."
"860" "GOLD LEADER" "We are starting now for the target well."
"861" "RED LEADER" "We're in position. I'll cut the shaft and try to draw their fire."
"862" "WEDGE" "Heavy fire, boss! Twenty-three degrees."
"863" "RED LEADER" "I understand. Stay down."
"864" "LUKE" "This is Red Five! I'm going in!"
"865" "BIGGS" "Luke, come up!"
"866" "BIGGS" "Are you okay?"
"867" "LUKE" "I got a little cooked, but I'm fine."
"868" "ASTRO-OFFICIAL" "We counted thirty Rebel ships, Lord Vader. But they are so small they are evading our turbo-lasers!"
"869" "VADER" "We'll have to destroy them ship by ship. Take the crews to your fighters."
"870" "RED LEADER" "Luke, let me know when you're going in."
"871" "LUKE" "I'm on my way..."
"872" "RED LEADER" "Careful! There's a lot of fire coming from the right side of that deflection tower."
"873" "LUKE" "I'm on it."
"874" "CONTROL OFFICER" "Squad leaders, we have picked up a new group of signals. Enemy combatants heading your way."
"875" "LUKE" "My aim is negative. I don't see anything."
"876" "RED LEADER" "Keep up your visual scan. With all this interference, they'll be on you before your scope can pick them up."
"877" "RED LEADER" "Biggs! You caught a...careful!"
"878" "BIGGS" "I can't see! Where is he?!"
"879" "BIGGS" "He's on top of me tight, I can't shake him... I can't shake him."
"880" "LUKE" "Hang on, Biggs, I'm coming in."
"881" "LUKE" "I got him!"
"882" "VADER" "Several fighters have separated from the main group. Come with me!"
"883" "BIGGS" "Pull! Luke...pull!"
"884" "WEDGE" "Careful, Luke!"
"885" "WEDGE" "Watch your back! The fighter is above you, coming!"
"886" "LUKE" "I got hit, but not bad."
"887" "LUKE" "Artoo, see what you can do with this. Wait back there."
"888" "RED LEADER" "Red Six..."
"889" "RED LEADER" "Can you see Red Five?"
"890" "RED TEN" "There's a heavy fire zone on this side. Red Five, where are you?"
"891" "LUKE" "I can't shake him!"
"892" "WEDGE" "I'm with him, Luke!"
"893" "CUNHA" "Wait!"
"894" "LUKE" "Damn! Shut up where are you?"
"895" "LUKE" "Thanks, Wedge."
"896" "BIGGS" "Good shot, Wedge!"
"897" "GOLD LEADER" "Red Leader..."
"898" "GOLD LEADER" "...This is Gold Leader. We are beginning the attack run."
"899" "RED LEADER" "I copy, Gold Leader. Move into position."
"900" "VADER" "Stay in attack formation!"
"901" "GOLD LEADER" "The exhaust post is..."
"902" "GOLD LEADER" "...marked and blocked!"
"903" "GOLD LEADER" "Switch power to front deflection screens."
"904" "GOLD LEADER" "How many weapons do you think, Gold Five?"
"905" "GOLD FIVE" "I'd say about twenty weapons. Some on the surface, some in the turrets."
"906" "MASSASSI INTERCOM VOICE" "The Death Star will be in range in five minutes."
"907" "GOLD LEADER" "Switch to targeting computer."
"908" "GOLD TWO" "Computer is locked. Obtaining a signal."
"909" "GOLD TWO" "The guns... they stopped!"
"910" "GOLD FIVE" "Stabilize your rear deflectors. Keep an eye out for enemy fighters."
"911" "GOLD LEADER" "They're coming! Three marks at ten past two."
"912" "VADER" "I'll take them myself! Cover me!"
"913" "WINGMAN" "Yes, sir."
"914" "GOLDEN LEADER" "I can't maneuver!"
"915" "GOLDEN FIVE" "Stay on target."
"916" "GOLDEN LEADER" "We are very close."
"917" "GOLDEN FIVE" "Stay on target!"
"918" "GOLDEN LEADER" "Loosen!"
"919" "GOLDEN FIVE" "Golden Five for Red Leader..."
"920" "GOLD FIVE" "Lost Tiree, lost Dutch."
"921" "RED LEADER" "I copy, Gold Five."
"922" "GOLD FIVE" "They came from behind..."
"923" "OFFICER" "We have analyzed their attack, sir, and there is a danger. Should I have your ship on standby?"
"924" "TARKIN" "Evacuate? In our moment of triumph? I think you overestimate their chances!"
"925" "VOICE" "Rebel base, three minutes and closing."
"926" "RED LEADER" "Red Group, this is the Red Leader."
"927" "RED LEADER" "Meet at mark six point one."
"928" "WEDGE" "This is Red Two. Flying towards you."
"929" "BIGGS" "Three Reds, standing by."
"930" "DODONNA" "Red Leader, this is Base One. Keep half of your group out of range for the next run."
"931" "RED LEADER" "Copy, Base One. Luke, take Red Two and Three. Stay here and wait for my signal... to begin your run."
"932" "RED LEADER" "That's it!"
"933" "RED TEN" "We should be able to see him now."
"934" "RED LEADER" "Keep your eyes peeled for these fighters!"
"935" "RED TEN" "There's too much interference!"
"936" "RED TEN" "Red Five, can you see them from where you are?"
"937" "LUKE" "No sign of any... wait!"
"938" "LUKE" "Arriving at point three and five."
"939" "RED TEN" "I see them."
"940" "RED LEADER" "I'm in range."
"941" "RED LEADER" "The target is approaching!"
"942" "RED LEADER" "Just hold them for a few seconds."
"943" "VADER" "Close formation."
"944" "RED LEADER" "Almost there!"
"945" "RED TEN" "You'd better let her go."
"946" "RED LEADER" "Almost there!"
"947" "RED TEN" "I can't hold them!"
"948" "RED LEADER" "You're out!"
"949" "RED NINE" "It's a success!"
"950" "RED LEADER" "Negative."
"951" "RED LEADER" "Negative! Didn't go in, just hit the surface."
"952" "LUKE" "Red Leader, we are right above you. Turn to aim..."
"953" "LUKE" "...oh-five; we've got you covered."
"954" "RED LEADER" "Stay there..."
"955" "RED LEADER" "...I just lost my starboard engine."
"956" "RED LEADER" "Prepare for your attack run."
"957" "DEATH STAR INTERCOM VOICE" "Rebel base, one minute and closing."
"958" "LUKE" "Biggs, Wedge, let's close. Let's go in. Let's go full steam ahead."
"959" "WEDGE" "Right with you, boss."
"960" "BIGGS" "Luke, at this speed will you be able to get out in time?"
"961" "LUKE" "It'll be just like Beggar's Canyon back home."
"962" "BIGGS" "We'll stay far enough away to cover you."
"963" "WEDGE" "My scope shows the turret, but I can't see the exhaust outlet! Are you sure the computer can hit it?"
"964" "LUKE" "Careful! Increase speed to full throttle!"
"965" "CUNHA" "And that tower?"
"966" "LUKE" "You care about those fighters! I care about the tower!"
"967" "LUKE" "Artoo... yeah, that stabilizer is loose again! See if you can't lock it!"
"968" "WEDGE" "I've been hit! I can't be with you."
"969" "LUKE" "Back off, Wedge."
"970" "LUKE" "You can't do any more good back there!"
"971" "CUNHA" "Sorry!"
"972" "VADER" "Let him go! Stay leader!"
"973" "BIGGS" "Hurry up, Luke, they're coming much faster this time. I can't hold them back!"
"974" "LUKE" "Artoo, try to increase the power!"
"975" "BIGGS" "Hurry up, Luke!"
"976" "BIGGS" "Wait!"
"977" "DEATH STAR INTERCOM VOICE" "Rebel base, thirty seconds and closing."
"978" "VADER" "I'm on the leader."
"979" "THREEPIO" "Hang on, Artoo!"
"980" "BEN" "Use the Force, Luke."
"981" "BEN" "Let go, Luke."
"982" "VADER" "The Force is strong with this one!"
"983" "BEN" "Luke, trust me."
"984" "BASE VOICE" "His computer is off. Luke, you turned off the targeting computer. What's wrong?"
"985" "LUKE" "Nothing. I'm fine."
"986" "LUKE" "I lost Artoo!"
"987" "MASSASSI INTERCOM VOICE" "The Death Star wiped the planet. The Death Star wiped the planet."
"988" "DEATH STAR INTERCOM VOICE" "Rebel base, in range."
"989" "TARKIN" "You can fire when you're ready."
"990" "DEATH STAR INTERCOM VOICE" "Start primary ignition."
"991" "VADER" "I have you now."
"992" "VADER" "What?"
"993" "HAN" "Yahoo!"
"994" "WINGMAN" "Watch out!"
"995" "HAN" "You're okay, kid."
"996" "HAN" "Now let's blow this thing up and go home!"
"997" "INTERCOM VOICE" "Stand by to fire on the Rebel base."
"998" "VOICE INTERCOM" "Waiting."
"999" "HAN" "Great photo, kid. That was one in a million."
"1000" "BEN" "Remember, the Force will be with you...always."
"1001" "READ" "Luke! Luke! Luke!"
"1002" "HAN" "Hey! Hey!"
"1003" "LUKE" "I knew you'd come back! I knew it!"
"1004" "HAN" "Well, I wasn't going to let you take all the credit and keep all the reward."
"1005" "READ" "Hey, I knew you were more than money."
"1006" "LUKE" "Oh no!"
"1007" "THREEPIO" "Oh, my God! Artoo! Can you hear me? Say something! You can fix it, can't you?"
"1008" "TECHNICIAN" "Let's work on it immediately."
"1009" "THREEPIO" "You must fix it! Sir, if any of my circuits or gears help, I will gladly donate them."
"1010" "LUKE" "He's going to be okay."
